VARIABLES = "X" "temp" "u" "rho" "H" "H2" "O" "OH" "H2O" "O2" "HO2" "H2O2" "N2"
ZONE I=100 FORMAT=POINT SPECFORMAT=MASS
0.000000000000000000e+00     7.499999999999932925e+02     0.000000000000000000e+00     4.687881397758661528e+00     0.000000000000000000e+00     0.000000000000000000e+00     5.081678780931024285e-16     0.000000000000000000e+00     0.000000000000000000e+00     2.329092179584227318e-01     0.000000000000000000e+00     0.000000000000000000e+00     7.670907820415766576e-01
1.010101010101010187e-02     1.650820028585635328e+03     0.000000000000000000e+00     2.005034322395663704e+00     1.271633149469690428e-09     1.049562332718362341e-07     1.722219595094852694e-06     1.097342793262026471e-04     9.020338342784064989e-02     1.503416658595793376e-01     9.101977549768687942e-07     8.748429726908351733e-08     7.593423903037399558e-01
2.020202020202020374e-02     2.304923499209289730e+03     0.000000000000000000e+00     1.354041856035878677e+00     3.338957047837440158e-06     5.810038154440006066e-05     2.306919535020909948e-04     3.542815115301769374e-03     1.780964840200073562e-01     6.646248532413956411e-02     1.095715223052868793e-05     1.128533598100194452e-06     7.515939985626282072e-01
3.030303030303030387e-02     2.652616366889662004e+03     0.000000000000000000e+00     1.096608892505399835e+00     1.063139669702654254e-04     2.413494375257473502e-03     2.657965576225346824e-04     5.570957891855634128e-03     2.453195562011908359e-01     2.474939669922788469e-03     2.701520431591620738e-06     6.329885542488967152e-07     7.438456068281946720e-01
4.040404040404040747e-02     2.507438623352421928e+03     0.000000000000000000e+00     1.046888945274349947e+00     1.379384134351104669e-04     1.218360120327889769e-02     1.565537326670946746e-05     1.254776753909783542e-03     2.502809430244400390e-01     2.975272116492673184e-05     6.765417079895293463e-08     4.976593113020236258e-08     7.360972150904026012e-01
5.050505050505051108e-02     2.343235746022930471e+03     0.000000000000000000e+00     1.017603713287678291e+00     9.145318374781947058e-05     2.256960280133360475e-02     1.673801907383421112e-06     3.666209162144927936e-04     2.486200858441856565e-01     1.727420975001660326e-06     4.943425514518928854e-09     7.735601006937986438e-09     7.283488233526093092e-01
6.060606060606060774e-02     2.195692904860747603e+03     0.000000000000000000e+00     9.943976544472448165e-01     5.266925463986468189e-05     3.299065407767982211e-02     2.148782222370381318e-07     1.167784515152614575e-04     2.462390975548629235e-01     1.522079661465046363e-07     4.888841807352249911e-10     1.471413691032747699e-09     7.206004316148159061e-01
7.070707070707071829e-02     2.064251969578986518e+03     0.000000000000000000e+00     9.752519488727862118e-01     2.847237880806536100e-05     4.340763585799880392e-02     2.986264418798885099e-08     3.860922312024933644e-05     2.436731963205899520e-01     1.611754484522032589e-08     5.533071868214327971e-11     3.069415633966056835e-10     7.128520398770215039e-01
8.080808080808081495e-02     1.947005466199242846e+03     0.000000000000000000e+00     9.590975707229149050e-01     1.484924430095565331e-05     5.381719651029816254e-02     4.337764247204680257e-09     1.303127569423471049e-05     2.410512685257196752e-01     1.892648207762306211e-09     6.762860806210175357e-12     6.758534096736622703e-11     7.051036481392264355e-01
9.090909090909091161e-02     1.842029427147103206e+03     0.000000000000000000e+00     9.452464103746105462e-01     7.568886047182644406e-06     6.422142652520669570e-02     6.482636384549314352e-10     4.456760432780372174e-06     2.384112905247744441e-01     2.375409937386783738e-10     8.691695609750799907e-13     1.543077902824836901e-11     6.973552564014342536e-01
1.010101010101010222e-01     1.747600178184761717e+03     0.000000000000000000e+00     9.332286426476184005e-01     3.796966748280923454e-06     7.462248390196297987e-02     9.880205823735820654e-11     1.538080137374372667e-06     2.357653162537531877e-01     3.122398187130208450e-11     1.157207591411945976e-13     3.616346364911436619e-12     6.896068646636400734e-01
1.111111111111111188e-01     1.662238620142455829e+03     0.000000000000000000e+00     9.227096457305591359e-01     1.882213385262616968e-06     8.502179768128098614e-02     1.526946609728599914e-11     5.341633147990015380e-07     2.331173129913007569e-01     4.244370939122197868e-12     1.580932025358712906e-14     8.642609700572079499e-13     6.818584729303241998e-01
1.212121212121212155e-01     1.584699995359271952e+03     0.000000000000000000e+00     9.134415888153393226e-01     9.242539384244945575e-07     9.542019356426907628e-02     2.383125342056447562e-12     1.863113802383412097e-07     2.304686146751226128e-01     5.915241055623324404e-13     2.201546282041031977e-15     2.096483675865097201e-13     6.741100811921031388e-01
1.313131313131313260e-01     1.513944585433485599e+03     0.000000000000000000e+00     9.052344026759898687e-01     4.502761136433254023e-07     1.058181189043095188e-01     3.744502449689207331e-13     6.516501655280060129e-08     2.278196762004218168e-01     8.399976206958330046e-14     3.109827685991601521e-16     5.144016751725125626e-14     6.663616894536282809e-01
1.414141414141414366e-01     1.449104553021390984e+03     0.000000000000000000e+00     8.979380108840424590e-01     2.178602555819900831e-07     1.162158073537695457e-01     5.909154248762331562e-14     2.282876426313571475e-08     2.251706542419943669e-01     1.209835337558070501e-14     4.439435937107965988e-17     1.273258235085146518e-14     6.586132977151322176e-01
1.515151515151515194e-01     1.389453273912832856e+03     0.000000000000000000e+00     8.914311457001753425e-01     1.047600925897226377e-07     1.266133781179575313e-01     9.348025724152899611e-15     8.002626964349767100e-09     2.225216031421207441e-01     1.761096158804658656e-15     6.386299088289871966e-18     3.172633962259056360e-15     6.508649059771878242e-01
1.616161616161616299e-01     1.334379231898595890e+03     0.000000000000000000e+00     8.856140485956555120e-01     5.009012469783496947e-08     1.370108910227766930e-01     1.480207985305251516e-15     2.805019820088198053e-09     2.198725418431659029e-01     2.583749130146318992e-16     9.236542235404640653e-19     7.944776528608098642e-16     6.431165142389102529e-01
1.717171717171717404e-01     1.283364658005744104e+03     0.000000000000000000e+00     8.804035104066787465e-01     2.382369760946314639e-08     1.474083757240884363e-01     2.343180116260097541e-16     9.824861672296737819e-10     2.172234769690258582e-01     3.812209876972000824e-17     1.340642518276682013e-19     1.996681452750988344e-16     6.353681225007015154e-01
