VARIABLES = "X" "temp" "u" "rho" "N2" "H2" "H" "O2" "O" "H2O" "OH" "OHV" "H2O2" "HO2" "NO" "NH3" "NH2" "NH" "N" "NNH" "N2H4" "N2H3" "N2H2" "H2NN" "NH2OH" "H2NO" "HNOH" "HNO" "HON" "NO2" "HONO" "HNO2" "NO3" "HONO2" "N2O" "HNO3"
ZONE I=100 FORMAT=POINT SPECFORMAT=MASS
0.000000000000000000e+00     7.499964452232293297e+02     0.000000000000000000e+00     1.875162439434752581e+00     7.670898458959177768e-01     0.000000000000000000e+00     0.000000000000000000e+00     2.329075617418567001e-01     8.126288389117065905e-16     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     9.041663454448098815e-07     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     3.432631586455991928e-31     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     0.000000000000000000e+00     1.687969281394889122e-06     0.000000000000000000e+00     0.000000000000000000e+00     5.051556423699911680e-13     0.000000000000000000e+00     2.260927539374774934e-10     0.000000000000000000e+00
1.010101010101010187e-02     1.646680102709152152e+03     0.000000000000000000e+00     8.040260419193919761e-01     7.584229150972421341e-01     1.604022457878323567e-07     2.397358160392375351e-09     1.492747143897231454e-01     2.615268503724807748e-06     9.019096088509863385e-02     1.322730059881265787e-04     6.779964523782229951e-17     5.537571252625596502e-08     7.064991209986911433e-07     1.958149723037176746e-03     2.344796967844911769e-13     2.590997725797672434e-14     3.745712904180111291e-14     4.174595650566333888e-13     2.892526274062891068e-13     3.513932169597624433e-26     5.086204279255898456e-24     3.198930482409063676e-18     1.786218806396498222e-21     3.529485509219476672e-16     6.401894072402520022e-14     6.492048310660318150e-15     1.093837663387467912e-09     2.008739602619972162e-12     1.691025948019279749e-05     2.685825781852043046e-07     2.200523517390538539e-09     2.006767476433389344e-10     4.378961605663282899e-10     2.637890056756921569e-07     3.888876910311578571e-10
2.020202020202020374e-02     2.281808642423085530e+03     0.000000000000000000e+00     5.468703058353869828e-01     7.479101770064292554e-01     8.323616955516908642e-05     5.633011129655412210e-06     6.218817350689188894e-02     3.111675373762900023e-04     1.776248192675328741e-01     3.972485368194669623e-03     5.346262600386513639e-12     6.390733330452522966e-07     7.693260457773743970e-06     7.881079821466692448e-03     9.150536706064593262e-10     5.052268143601866527e-10     1.170542587520894138e-09     7.322166105975538843e-09     1.074479945743569877e-09     5.951821089011351100e-20     4.206579183192670459e-18     9.135118461640259375e-14     3.842340920978592075e-16     9.976590711674994382e-13     6.962622890487514449e-11     1.426007469372720076e-11     1.315394401403473561e-07     2.130774078483101358e-09     1.330578912377088403e-05     4.671644922657875021e-07     7.809677703537702538e-09     2.775646685894432199e-10     1.830368662354204966e-10     9.698391314189719089e-07     1.666007046848684964e-10
3.030303030303030387e-02     2.605855633030128956e+03     0.000000000000000000e+00     4.451733680658980785e-01     7.423628719870747350e-01     2.729294998866731679e-03     1.494249018694479081e-04     3.123820391640059167e-03     3.873556522325693119e-04     2.416782182920243494e-01     6.390284395197043041e-03     1.088306828813378915e-10     3.903760689648753568e-07     2.259658799941355449e-06     3.174046797540983587e-03     1.151953884125449996e-07     5.191952728802574097e-08     6.869277347554863772e-08     1.769474197232986001e-07     3.129496448978798575e-08     1.083545627871330484e-16     2.883999113024469131e-15     1.081566355493574512e-11     8.500355018327533046e-14     2.919069463938988691e-11     7.159703773112618235e-10     1.839592641323421179e-10     3.269342146143314667e-07     1.058058185519125860e-08     7.996437147273966423e-07     7.391074327367402918e-08     1.577735053673727731e-09     5.119417886195887163e-12     4.713512986468588862e-12     3.747886213779083652e-07     4.313850527928565650e-12
4.040404040404040747e-02     2.488704816563061740e+03     0.000000000000000000e+00     4.214098612239468022e-01     7.359251510981111855e-01     1.218028185823357909e-02     2.020101703411315256e-04     6.188863561153814836e-05     3.286692930235637401e-05     2.494665843600057387e-01     1.763631646122022952e-03     1.295072226172180648e-11     4.229393815880264502e-08     8.819730586435257421e-08     3.659183070298239440e-04     1.087217104424865526e-06     1.481894086670972638e-07     6.672672824188406724e-08     6.513634696702960963e-08     3.578401713772361998e-08     1.390863701216900588e-15     1.449748195233028436e-14     2.741962946210787727e-11     1.755186303683554065e-13     3.591618034734341651e-11     3.527785529128964667e-10     8.407626620341301687e-11     7.287153114701363074e-08     1.876570290985030365e-09     1.394387312936626326e-08     3.308424317574195503e-09     6.505836511322666564e-11     1.062313115436069461e-14     3.096587780065686573e-14     4.087153325186890996e-08     2.829498492285945711e-14
5.050505050505051108e-02     2.333413497327955611e+03     0.000000000000000000e+00     4.085191198283746883e-01     7.283142845869154947e-01     2.253756792126975980e-02     1.383285795545911476e-04     3.904496931569460714e-06     3.801181883117638638e-06     2.483912251869222765e-01     5.392896890847300112e-04     1.139848022383908134e-12     7.045687098186017114e-09     7.016581161003160370e-09     6.844941485630437396e-05     2.900215990942004794e-06     1.455840958718453372e-07     2.877100971606211187e-08     1.447627214172587607e-08     2.024108957129612253e-08     2.792367793656117127e-15     1.565613162834226280e-14     2.339813394474895896e-11     1.101277359669382941e-13     2.215499060790945359e-11     1.211169974757360586e-10     2.582617192227844563e-11     1.674632705708724616e-08     3.069663861481205394e-10     7.491619764733356792e-10     3.315619600596854600e-10     5.785233407331591688e-12     1.151096008412195105e-16     8.545216253080688526e-16     7.258286726532368997e-09     7.786485923800651361e-16
6.060606060606060774e-02     2.190201161974079696e+03     0.000000000000000000e+00     3.986435367466443780e-01     7.205886503939177290e-01     3.296579391824784599e-02     8.112410045989234902e-05     3.588691146906765404e-07     5.085322893780307050e-07     2.461667446905400902e-01     1.759142210781423346e-04     1.008155237240267984e-13     1.393444646943035482e-09     7.253472905245955736e-10     1.523277419806928124e-05     5.530844451783280211e-06     1.104149840978137050e-07     1.043953145784259687e-08     2.979458863178490986e-09     9.843843983544443016e-09     3.525384668146361913e-15     1.164502438096553503e-14     1.551966898833019860e-11     5.270381518508443242e-14     1.186860550040159263e-11     3.966289343600412667e-11     7.527159931073790101e-12     4.085803845423876876e-09     5.235942621208332414e-11     5.857071272094450925e-11     4.393154010020482180e-11     6.777654846624477542e-13     2.186856255904480270e-18     3.816926497630699037e-17     1.543001420498929149e-09     3.466513356101481685e-17
7.070707070707071829e-02     2.061070531333506096e+03     0.000000000000000000e+00     3.906513384374342146e-01     7.128427616795233179e-01     4.339160772789732445e-02     4.433550272794341637e-05     3.898901447858161941e-08     7.246154245800328462e-08     2.436493225280084718e-01     5.900201188468770069e-05     8.922280192274460590e-15     2.983579722075157146e-10     8.436142908888805088e-11     3.660712717169615619e-06     9.113312016268095269e-06     7.467805163840563716e-08     3.504338425530375628e-09     5.915668783168654145e-10     4.484660200344740095e-09     3.650341212170575086e-15     7.367060171040329462e-15     9.256194670979125363e-12     2.244169211993187243e-14     6.011412383353422242e-12     1.275884076905951704e-11     2.149852949487343364e-12     1.025641839874966391e-09     9.107612808352252474e-12     5.420006097826382825e-12     6.612212578226397407e-12     9.015228788017551626e-14     5.358393631374259903e-20     2.126964223136073775e-18     3.562408927657673896e-10     1.924543473967693736e-18
8.080808080808081495e-02     1.945069680518025280e+03     0.000000000000000000e+00     3.839997338371870517e-01     7.050917729867494099e-01     5.380678597103648320e-02     2.327327383229917072e-05     4.651504296135687671e-09     1.068724634750367144e-08     2.410432308157132719e-01     2.008892055786195850e-05     7.893295790963021732e-16     6.690929077160006795e-11     1.048929785357045334e-11     9.182639839613806622e-07     1.386338734726037884e-05     4.738729821973808966e-08     1.125625626124682138e-09     1.150231777808884053e-10     1.972380665669530877e-09     3.399622544231858275e-15     4.267443714582531555e-15     5.220883700970928669e-12     8.972860684565475200e-15     2.962908292497575011e-12     4.071648269184376787e-12     6.083095306297836643e-13     2.618983974196690696e-10     1.602852549021426190e-12     5.518505590985338998e-13     1.071002547915338893e-12     1.291033919209074568e-14     1.518832544153324861e-21     1.347516471356621384e-19     8.628416501720406934e-11     1.214363998497201213e-19
9.090909090909091161e-02     1.840768778083189773e+03     0.000000000000000000e+00     3.783518336377967861e-01     6.973386136388373124e-01     6.421368155293699642e-02     1.190799876808892908e-05     5.894976120356469070e-10     1.611923862897813018e-09     2.384085517128662901e-01     6.906645022832343831e-06     6.987148100481581238e-17     1.548182141266910388e-11     1.362774017121156929e-12     2.368354532744353844e-07     2.006918786409650593e-05     2.889119329409137031e-08     3.517093089377384786e-10     2.207991051536927716e-11     8.494233819468401004e-10     2.970100512520387509e-15     2.341938406900269916e-15     2.850024686684092033e-12     3.454544104851000320e-15     1.439738141301217444e-12     1.295257840739965727e-12     1.714382504306211686e-13     6.770087511959212238e-11     2.845845707995055118e-13     5.981675641647377084e-14     1.821483374379727237e-13     1.942923352361562221e-15     4.740936388340740311e-23     9.302079669692873130e-21     2.158433412255141769e-11     8.346770270154186399e-21
1.010101010101010222e-01     1.746709863777957935e+03     0.000000000000000000e+00     3.734844167496969569e-01     6.895837107297267954e-01     7.461535761362220187e-02     5.986702155792111419e-06     7.794676217540641933e-11     2.470209605729789909e-10     2.357643752134622461e-01     2.390944126931266171e-06     6.192129849649109157e-18     3.665363021721261811e-12     1.827001949124920162e-13     6.229653017579789738e-08     2.809853070408725454e-05     1.714192190405494738e-08     1.078568978049887026e-10     4.203079683319349334e-12     3.609058419418077547e-10     2.488766869111699412e-15     1.239903504889511996e-15     1.523921684608218380e-12     1.297811706640428333e-15     6.942539652163943480e-13     4.117093363503957956e-13     4.825071836804431712e-14     1.766722041625290688e-11     5.088951238811399059e-14     6.779330463725237432e-15     3.208942655282286253e-14     3.031812118828249645e-16     1.586245700874807480e-24     6.834398852435366522e-22     5.528492836943412083e-12     6.104483447024103488e-22
1.111111111111111188e-01     1.661555537718162896e+03     0.000000000000000000e+00     3.692435233981951059e-01     6.818268628298050915e-01     8.501390538980485578e-02     2.971233533976831445e-06     1.063322008321841243e-11     3.829797595757388141e-11     2.331169876707825661e-01     8.318242850912088512e-07     5.492497801299904110e-19     8.830712994133720679e-13     2.507270444042004924e-14     1.662520327867540484e-08     3.841421205220836826e-05     9.971969453191230623e-09     3.262675037498489457e-11     7.952078558355614859e-13     1.519157368673570055e-10     2.025944273315423391e-15     6.399409686382342112e-16     8.035058241845352108e-13     4.793420212659999194e-16     3.333527209970633895e-13     1.308854231708212612e-13     1.357657637013654559e-14     4.644532201795947504e-12     9.151545202046206041e-15     7.942940293373959860e-16     5.805516829352267390e-15     4.863123661598286510e-17     5.592133943283146547e-26     5.265077398360102829e-23     1.441764014361444560e-12     4.680119443698701068e-23
1.212121212121212155e-01     1.584136317426635514e+03     0.000000000000000000e+00     3.655186327818182312e-01     6.740676401382371674e-01     9.541050253962016225e-02     1.459888506702446553e-06     1.485011733913019266e-12     5.987930459603452376e-12     2.304685017099764865e-01     2.904086109793990553e-07     4.872412041454776048e-20     2.156435034782143315e-13     3.502081928456672081e-15     4.485001446603120536e-09     5.159503289886733585e-05     5.713804664207918579e-09     9.763955022172791870e-12     1.496853750954379799e-13     6.349920438417116873e-11     1.614813724943416411e-15     3.240388682354293766e-16     4.193874226352809864e-13     1.748221657714649973e-16     1.596653971073929283e-13     4.162423277960808938e-14     3.820141640153463707e-15     1.227853911518005448e-12     1.652626990132404135e-15     9.545011000603783814e-17     1.072054922913152525e-15     7.969218081794216626e-18     2.052413354373037933e-27     4.208768320095423694e-24     3.812818238625099420e-13     3.722286627514186476e-24
1.313131313131313260e-01     1.513452820469184189e+03     0.000000000000000000e+00     3.622272353120074562e-01     6.663054619217605445e-01     1.058057212766789906e-01     7.114008478875554067e-07     2.111291711038744869e-13     9.417442663751321742e-13     2.278196368517280135e-01     1.016200891402510781e-07     4.318291392495005751e-21     5.321343167605224526e-14     4.957277844880826936e-16     1.219704341006728782e-09     6.836244361697715779e-05     3.234314275349158612e-09     2.895678403989943976e-12     2.804236965472959722e-14     2.639204660306325425e-11     1.266726474505678083e-15     1.616311320638286920e-16     2.171981973402423865e-13     6.312709909405137392e-17     7.635328538928332411e-14     1.323970804711617488e-14     1.074730486752498405e-15     3.259276056024592341e-13     2.992750547092195167e-16     1.169613956110239285e-17     2.011499387453027631e-16     1.327961049030947325e-18     7.772416939714834488e-29     3.464096848810747482e-25     1.019361978544391416e-13     3.047559647294709252e-25
1.414141414141414366e-01     1.448659300708410910e+03     0.000000000000000000e+00     3.593055433530197851e-01     6.585395940632974288e-01     1.161997698940416684e-01     3.442166964605723388e-07     3.042793112048190210e-14     1.486811356365187706e-13     2.251706405080282636e-01     3.560512979479802512e-08     3.819514053507617719e-22     1.323777129140129731e-14     7.087623918656804138e-17     3.336699907683006594e-10     8.961355464387801004e-05     1.812259280441587479e-09     8.519237109460465978e-13     5.228679505620602874e-15     1.091578900117172730e-11     9.812959793158784494e-16     7.963368549443436326e-17     1.117735314048216581e-13     2.260582304881548613e-17     3.647008341783779118e-14     4.210543936489961885e-15     3.022023035164005260e-16     8.675639084596171914e-14     5.428030209006865739e-17     1.454952401296889843e-18     3.821487633941068404e-17     2.242104543816329414e-19     3.016310001376044369e-30     2.918323732039133856e-26     2.748506907962250413e-14     2.553372679638275098e-26
1.515151515151515194e-01     1.389041669425234659e+03     0.000000000000000000e+00     3.567028004037447464e-01     6.507691220868205839e-01     1.265926387340460535e-01     1.655095288696207876e-07     4.430737291803139193e-15     2.352491760745368648e-14     2.225215983446675039e-01     1.248124934786117593e-08     3.368222672136222268e-23     3.313537816818885856e-15     1.020834132909542073e-17     9.166896749020318977e-11     1.164617405545553634e-04     1.006580908792067503e-09     2.488070316411996619e-13     9.701808426602193908e-16     4.494833404947236873e-12     7.525108052812686787e-16     3.882585054260039891e-17     5.720871128010238315e-14     8.036554675201243766e-18     1.740234174983958037e-14     1.338301094036837984e-15     8.489769214892941559e-17     2.313200429014333169e-14     9.849678538408854547e-18     1.831009073114201025e-19     7.331006103418465099e-18     3.824602260994123719e-20     1.193149107166986908e-31     2.504767355239544873e-27     7.459686637918325589e-15     2.179139286663681572e-27
1.616161616161616299e-01     1.333995908215367990e+03     0.000000000000000000e+00     3.543776863427974821e-01     6.429929119603250420e-01     1.369841773670456841e-01     7.912970069216582872e-08     6.501929154986395581e-16     3.725396016722392666e-15     2.198725401667704915e-01     4.374538757683583606e-09     2.958790449558371898e-24     8.332776022380664684e-16     1.478081969878486275e-18     2.525763877701679548e-11     1.502864196279217566e-04     5.547663347255695434e-10     7.216488997191908429e-14     1.791092351293200687e-16     1.843183040631473523e-12     5.722232829613334089e-16     1.875745362755300836e-17     2.913973000697329758e-14     2.838372576056178552e-18     8.295653719008302380e-15     4.249686774035521129e-16     2.381874001022894361e-17     6.172514272463004997e-15     1.786546815811111200e-18     2.324767006180798258e-20     1.416988141139719788e-18     6.576326875155928875e-21     4.790323594353711246e-33     2.182167299284381139e-28     2.034850573799440296e-15     1.887420509167022680e-28
1.717171717171717404e-01     1.283009072927565057e+03     0.000000000000000000e+00     3.522959582251495858e-01     6.352095605056886640e-01     1.473741296937171874e-01     3.763322141919301682e-08     9.595972723137915291e-17     5.898301332314893565e-16     2.172234763835830251e-01     1.532172635336250311e-09     2.587232669056579220e-25     2.102682861332686536e-16     2.147860067546777165e-19     6.972178149582123568e-12     1.927939402237001344e-04     3.036253679393433926e-10     2.079341039092726370e-14     3.289361977076164765e-17     7.528266209242885688e-13     4.320214816909227064e-16     8.988349623359059161e-18     1.477689479824894190e-14     9.963881170098350926e-19     3.950438800738882399e-15     1.347704703144442542e-16     6.671261963360062720e-18     1.647113728096433449e-15     3.236621780670340237e-19     2.971454414206100711e-21     2.754742927270731151e-19     1.137748869698421716e-21     1.945401235302948675e-34     1.924011942721905595e-29     5.571776055512882955e-16     1.654192477493783521e-29
1.818181818181818232e-01     1.235643407396474686e+03     0.000000000000000000e+00     3.504288316672422021e-01     6.274173344699213173e-01     1.577621445142214085e-01     1.781021337833171321e-08     1.422055205006156138e-17     9.328798635602612371e-17     2.145744106367708515e-01     5.360490582902457721e-10     2.250685463884748369e-26     5.318790664154690942e-17     3.128234454589636237e-20     1.926563139859914396e-12     2.460918654575218771e-04     1.651172674336551230e-10     5.953426122503003682e-15     6.008578822355774874e-18     3.062978686031193491e-13     3.241477842388839797e-16     4.275254498359277704e-18     7.462358001370343295e-15     3.477751428378088307e-19     1.879136710814306997e-15     4.267128228246590043e-17     1.864780819067113843e-18     4.392725841732133886e-16     5.853147222094756317e-20     3.816823184858650245e-22     5.378940129947689608e-20     1.977548949459423440e-22     7.969692562594085726e-36     1.712718782041286883e-30     1.529915442899169043e-16     1.463542912158507572e-30
1.919191919191919338e-01     1.191523355939678822e+03     0.000000000000000000e+00     3.487518248992919623e-01     6.196140962377224559e-01     1.681477715292676589e-01     8.389930465367544576e-09     2.113341933561270265e-18     1.472936241267219973e-17     2.119253442020423983e-01     1.872767458961427895e-10     1.946986702777960317e-27     1.347598463542571801e-17     4.561623420744837210e-21     5.325336082571681103e-13     3.127793638312113692e-04     8.926539965638541214e-11     1.694103139849288009e-15     1.091582565397507456e-18     1.241522289842227843e-13     2.418765556126239328e-16     2.019638873510104944e-18     3.753638117736292965e-15     1.207244665909716067e-19     8.927975422849414115e-16     1.348563761141239826e-17     5.200770554016750754e-19     1.170261860521956147e-16     1.056082111130265044e-20     4.920083663056864108e-23     1.053709001588917542e-20     3.449066614345808010e-23     3.286319673796827317e-37     1.536314648416860774e-31     4.209212733332848423e-17     1.304647698144815605e-31
2.020202020202020443e-01     1.150325063683209009e+03     0.000000000000000000e+00     3.472438981834994887e-01     6.117972136972843478e-01     1.785304478969888808e-01     3.935047087774724130e-09     3.146392777410718051e-19     2.320530805386575609e-18     2.092762775264520314e-01     6.531948577410479507e-11     1.674361822479290222e-28     3.417758447446283580e-18     6.654374950673994778e-22     1.471748630388074199e-13     3.960568307140540137e-04     4.799384824854132244e-11     4.792145440346103859e-16     1.972189678001062005e-19     5.013743290703240443e-14     1.795991230611861913e-16     9.480303009671049132e-19     1.880966546621946640e-15     4.168837083068559959e-20     4.236385705993865522e-16     4.253223443204827368e-18     1.446917107860176203e-19     3.113200285601165386e-17     1.900460570600523526e-21     6.357690577273718347e-24     2.068993264691963056e-21     6.030429319640247501e-24     1.361617395083104691e-38     1.386467963376998739e-32     1.159607466821192504e-17     1.169979732333789437e-32
2.121212121212121271e-01     1.111767902088846540e+03     0.000000000000000000e+00     3.458867938501856143e-01     6.039634513287547302e-01     1.889094776920625940e-01     1.838007104809262255e-09     4.689326817641084175e-20     3.646573304663862855e-19     2.066272107666120572e-01     2.274108552967575739e-11     1.431200868760589318e-29     8.672458972088871914e-19     9.704880271886120817e-23     4.065110044998369083e-14     4.998583260887169526e-04     2.567157753207140443e-11     1.347802059703285505e-16     3.543708003780983366e-20     2.017458269038106799e-14     1.327613944694979260e-16     4.423677118706491773e-19     9.391201257796467542e-16     1.432335634724886926e-20     2.007518795922538118e-16     1.338496071861334882e-18     4.015124525173012647e-20     8.267724280360247582e-18     3.410072009004541845e-22     8.228258027375950831e-25     4.069134018683212897e-22     1.056171656763785872e-24     5.660874780274328139e-40     1.257281235594261411e-33     3.197240040774211005e-18     1.054210278606025087e-33
2.222222222222222376e-01     1.075607627893772133e+03     0.000000000000000000e+00     3.446645136824929567e-01     5.961088392622544418e-01     1.992840050844844890e-01     8.551690111432620304e-10     6.992228357203086876e-21     5.714593810927314250e-20     2.039781439722566092e-01     7.902243455025190918e-12     1.215912193554420736e-30     2.200929001418356474e-19     1.414404255521791624e-23     1.121869267889678945e-14     6.290108042477316136e-04     1.366541815630276679e-11     3.769870928289859052e-17     6.333227973873060683e-21     8.089598691262156727e-15     9.773688761192420639e-17     2.052645745545542842e-19     4.672279551710277804e-16     4.897474106410525033e-21     9.500136610975117183e-17     4.202772586838268966e-19     1.111235195220014048e-20     2.191496853601686141e-18     6.100277781121345423e-23     1.065901593300916955e-25     8.011504718987125986e-23     1.851853575684286270e-25     2.359106326015918836e-41     1.144527429671142345e-34     8.819119238819994943e-19     9.535144229635590556e-35
2.323232323232323482e-01     1.041630842303519103e+03     0.000000000000000000e+00     3.435628931106884942e-01     5.882285167212194521e-01     2.096529812798452741e-01     3.964330605671107663e-10     1.042708768731968428e-21     8.930089800999261055e-21     2.013290771777913601e-01     2.740645915122612991e-12     1.026837166704847984e-31     5.585068963837593203e-20     2.059379659569760619e-24     3.092929793335999671e-15     7.894244147222032439e-04     7.241501937361000234e-12     1.048926394928214558e-17     1.125968843763717662e-21     3.232853216545215097e-15     7.168050244661357590e-17     9.474596893787066009e-20     2.316664245815372237e-16     1.666830349622766673e-21     4.489567211468419053e-17     1.316651066277434880e-19     3.067381943084574610e-21     5.797404680735234804e-19     1.087935436869908682e-23     1.381442734693380524e-26     1.578443304480832393e-23     3.249258363888947184e-26     9.847696847932212948e-43     1.045153328361203012e-35     2.433006366582545265e-19     8.651195333196085322e-36
2.424242424242424310e-01     1.009650482459734008e+03     0.000000000000000000e+00     3.425692504628126134e-01     5.803165464462262113e-01     2.200151247292340684e-01     1.831535790399175782e-10     1.554770817088660518e-22     1.391630672325196925e-21     1.986800103746861335e-01     9.487329078426385254e-13     8.622117901867481812e-33     1.416961083779385758e-20     2.995232971135543833e-25     8.517836210079123411e-16     9.883182619274764186e-04     3.821211403503422543e-12     2.904140581881192853e-18     1.991951530250270619e-22     1.287817165967383094e-15     5.238643751507939030e-17     4.351795460032930369e-20     1.144961319645648938e-16     5.648211682633604739e-22     2.118842478921163198e-17     4.115749785490236131e-20     8.445440466477617690e-22     1.530624344658122263e-19     1.934466594666769866e-24     1.790791471651989977e-27     3.111336472453012948e-24     5.703719643779158449e-27     4.115889416487963033e-44     9.569479963299217536e-37     6.712143515209836679e-20     7.870040014601945397e-37
2.525252525252525415e-01     9.795267104078715192e+02     0.000000000000000000e+00     3.416634864753760881e-01     5.723658620174030265e-01     2.303689099774397786e-01     8.441394183946906824e-11     2.321571081063528857e-23     2.166465509139178440e-22     1.960309435648493748e-01     3.281440402157114098e-13     6.953279989208346409e-34     3.598069438614952724e-21     4.358706038958925094e-26     2.345821318410706668e-16     1.234284353555178395e-03     2.009644905395613821e-12     8.012816580705564179e-19     3.513052064239988945e-23     5.118694050891881028e-16     3.817157151812764033e-17     1.991015775057714546e-20     5.644805063907476126e-17     1.907901156937594233e-22     9.993331393432801732e-18     1.285123529354227108e-20     2.322218623161915212e-22     4.038001416433542835e-20     3.435039990596896536e-25     2.325593155348283732e-28     6.143143464587736738e-25     1.002971620492999458e-27     1.726562164472311908e-45     8.799604448100859432e-38     1.853552230941404625e-20     7.190379868752057957e-38
